,Movie,Genre,Duration,Year,Imdb_rating,Metascore_rating,Votes
9764,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9765,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9766,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9767,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9768,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9769,Sully,"Biography, Drama  ",96,2016,74,74,245859
9770,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9771,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9772,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9773,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9774,Lion,"Biography, Drama  ",118,2016,80,69,220355
9775,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9776,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9777,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9778,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9779,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9780,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9781,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9782,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9783,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9784,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9785,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9786,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9787,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9788,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9789,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9790,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9791,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9792,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9793,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9794,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9795,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9796,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9797,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9798,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9799,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9800,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9801,Split,"Horror, Thriller  ",117,2016,73,62,441402
9802,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9803,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9804,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9805,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9806,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9807,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9808,Moonlight,Drama  ,111,2016,74,99,282455
9809,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9810,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9811,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9812,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9813,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9814,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9815,Sully,"Biography, Drama  ",96,2016,74,74,245859
9816,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9817,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9818,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9819,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9820,Lion,"Biography, Drama  ",118,2016,80,69,220355
9821,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9822,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9823,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9824,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9825,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9826,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9827,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9828,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9829,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9830,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9831,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9832,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9833,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9834,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9835,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9836,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9837,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9838,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9839,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9840,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9841,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9842,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9843,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9844,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9845,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9846,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9847,Split,"Horror, Thriller  ",117,2016,73,62,441402
9848,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9849,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9850,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9851,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9852,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9853,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9854,Moonlight,Drama  ,111,2016,74,99,282455
9855,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9856,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9857,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9858,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9859,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9860,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9861,Sully,"Biography, Drama  ",96,2016,74,74,245859
9862,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9863,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9864,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9865,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9866,Lion,"Biography, Drama  ",118,2016,80,69,220355
9867,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9868,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9869,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9870,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9871,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9872,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9873,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9874,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9875,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9876,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9877,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9878,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9879,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9880,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9881,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9882,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9883,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9884,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9885,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9886,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9887,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9888,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9889,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9890,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9891,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9892,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9893,Split,"Horror, Thriller  ",117,2016,73,62,441402
9894,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9895,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9896,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9897,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9898,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9899,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9900,Moonlight,Drama  ,111,2016,74,99,282455
9901,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9902,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9903,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9904,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9905,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9906,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9907,Sully,"Biography, Drama  ",96,2016,74,74,245859
9908,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9909,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9910,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9911,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9912,Lion,"Biography, Drama  ",118,2016,80,69,220355
9913,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9914,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9915,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9916,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9917,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9918,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9919,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9920,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9921,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9922,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9923,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9924,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9925,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9926,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9927,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9928,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9929,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9930,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9931,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9932,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9933,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9934,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9935,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9936,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9937,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9938,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9939,Split,"Horror, Thriller  ",117,2016,73,62,441402
9940,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9941,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9942,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9943,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9944,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9945,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9946,Moonlight,Drama  ,111,2016,74,99,282455
9947,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9948,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9949,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9950,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9951,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9952,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9953,Sully,"Biography, Drama  ",96,2016,74,74,245859
9954,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9955,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9956,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9957,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9958,Lion,"Biography, Drama  ",118,2016,80,69,220355
9959,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9960,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9961,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9962,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9963,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9964,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9965,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9966,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9967,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9968,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9969,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9970,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9971,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9972,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9973,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9974,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9975,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9976,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9977,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9978,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9979,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9980,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9981,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9982,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9983,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9984,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9985,Split,"Horror, Thriller  ",117,2016,73,62,441402
9986,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9987,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9988,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9989,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9990,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9991,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9992,Moonlight,Drama  ,111,2016,74,99,282455
9993,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9994,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9995,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9996,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9997,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9998,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9999,Sully,"Biography, Drama  ",96,2016,74,74,245859
10000,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
10001,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
10002,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
10003,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
10004,Lion,"Biography, Drama  ",118,2016,80,69,220355
10005,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
10006,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
10007,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
10008,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
10009,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
10010,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
10011,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
10012,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
10013,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
10014,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
10015,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
10016,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
10017,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
10018,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
10019,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
10020,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
10021,Logan,"Action, Drama, Sci-Fi  ",137,2017,81,77,669005
10022,Thor: Ragnarok,"Action, Adventure, Comedy  ",130,2017,79,74,617799
10023,Wonder Woman,"Action, Adventure, Fantasy  ",141,2017,74,76,595615
10024,Guardians of the Galaxy Vol. 2,"Action, Adventure, Comedy  ",136,2017,76,67,590620
10025,Star Wars: Episode VIII - The Last Jedi,"Action, Adventure, Fantasy  ",152,2017,70,84,577822
10026,Dunkirk,"Action, Drama, History  ",106,2017,78,94,576684
10027,Spider-Man: Homecoming,"Action, Adventure, Sci-Fi  ",133,2017,74,73,534280
10028,Get Out,"Horror, Mystery, Thriller  ",104,2017,77,85,511623
10029,Blade Runner 2049,"Action, Drama, Mystery  ",164,2017,80,81,481245
10030,It,Horror  ,135,2017,73,69,473128
10031,Baby Driver,"Action, Crime, Drama  ",113,2017,76,86,459548
10032,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama  ",115,2017,81,88,452143
10033,Justice League,"Action, Adventure, Fantasy  ",120,2017,61,45,416044
10034,Coco,"Animation, Adventure, Drama  ",105,2017,84,81,409483
10035,The Shape of Water,"Adventure, Drama, Fantasy  ",123,2017,73,87,383628
10036,John Wick: Chapter 2,"Action, Crime, Thriller  ",122,2017,75,75,380962
10037,Jumanji: Welcome to the Jungle,"Action, Adventure, Comedy  ",119,2017,69,58,331891
10038,Kong: Skull Island,"Action, Adventure, Fantasy  ",118,2017,66,62,290212
10039,Kingsman: The Golden Circle,"Action, Adventure, Comedy  ",141,2017,67,44,282913
10040,Beauty and the Beast,"Family, Fantasy, Musical  ",129,2017,71,65,281363
10041,Pirates of the Caribbean: Dead Men Tell No Tales,"Action, Adventure, Fantasy  ",129,2017,65,39,272598
10042,Alien: Covenant,"Horror, Sci-Fi, Thriller  ",122,2017,64,65,259982
10043,Lady Bird,"Comedy, Drama  ",94,2017,74,94,251937
10044,The Greatest Showman,"Biography, Drama, Musical  ",105,2017,76,48,248324
10045,War for the Planet of the Apes,"Action, Adventure, Drama  ",140,2017,74,82,233724
10046,Call Me by Your Name,"Drama, Romance  ",132,2017,79,93,225222
